scientific_name,family,genre,alternative_scientific_names,ca_common_name,description,additional_info,islands,habitat,edibility,es_common_name
Hydnocystis piligera Tul,Pyronemataceae,Hydnocystis,,,"Seta con olor a fruta, de forma irregularmente esférica y con lóbulos algo alargados de un diámetro de entre 10 y 25 mm. Son de color entre amarillo carne y ocre. El interior está vacío y no presenta pie. Hay diferencias entre la capa externa y la interna de esta seta. La externa está cubierta de pelos muy pequeños de color amarillo y la interna, más gruesa, algodonosa y de color blanco. Cuando madura se abre la parte basal siguiendo los ejes de los lóbulos",,"['Ibiza', 'Mallorca']",['Pinares y otras coníferas'],Indiferent,
Leucoscypha patavina (Cook. & Sacc. apud Cook) Surcek,Pyronemataceae,Leucoscypha,,,"Seta en forma de copa de 0,5 a 1 cm de diámetro, que con el tiempo se abre hasta llegar a ser plana. Presenta el margen blanquecino e irregular. El himenio es de un color anaranjado y la superficie externa más blanquecina con pelos que engloban partículas de tierra. Las esporas son elíptico-fusiformes, de 25-30 x 10-12 micras con gotas lipídicas",,"['Cabrera', 'Formentera', 'Ibiza', 'Mallorca']",['Llocs cremats'],Indiferent,
Octospora polytrichi (Schumach.) Caillet & Moyne,Pyronemataceae,Octospora,,,"Seta muy pequeña (0,3 a 0,7 cm de diámetro) y espectacular, sin pie y con el margen de la fructificación blanquecino, crenado en forma de triángulo irregular. El himenio llama la atención por el color rojo intenso y granuloso al igual que la superficie externa pero ésta es más pálida. Las esporas son redondas y con una gota lipídica, primero lisas y después forman un retículo de red poligonal e irregular, de 12-14 micras",,['Mallorca'],['Llocs cremats'],Indiferent,
Octospora roxheimii var. roxheimii Dennis & Itzerott,Pyronemataceae,Octospora,,,"Las fructificaciones son muy pequeñas, de 0,3 a 0,6 cm de diámetro, al principio un poco globulosas, después más planas, en forma de disco. El margen es blanquecino crenado. El himenio destaca por su color naranja intenso y la superficie externa es más clara y peluda hacia la base. Las esporas son elípticas, lisas, con una gran gota lipídica central, de 20-25 x 10-15 micras",,['Mallorca'],['Llocs cremats'],Indiferent,
Otidea alutacea (Pers.) Massee,Pyronemataceae,Otidea,,,"Las fructificaciones tienen forma de oreja o de copa abierta lateralmente, de 3-6 cm de altura y de color ocre o arcilla. Presentan en la parte inferior una especie de pie blanco. Las esporas son lisas, elípticas, de 12-17 x 6-8 micras",Es una especie rara,['Mallorca'],['Alzinar'],Indiferent,
Pyronema omphalodes (Bull.) Fuckel,Pyronemataceae,Pyronema,,,"Seta muy pequeña sin pie, de hasta 1 cm, en forma de lenteja y se presenta en grupos de numerosos individuos formando como una costra. La coloración varia del rosa al naranja más o menos pálido, a veces casi rojo. Las esporas son lisas, elipsoidals, de 11-14 x 6,5-8,5 micras","Es la primera seta que coloniza en lugares quemados junto con P. domesticum después de las primeras lluvias y en gran cantidad, disminuyendo el segundo año y casi desaparece después",['Mallorca'],['Llocs cremats'],Indiferent,
Scutellinia trechispora (Berk. & Broome) Lambotte,Pyronemataceae,Scutellinia,,,"Destaca mucho sobre los musgos por su color rojo, aunque sólo mide 1 cm de diámetro, primero en forma de copa y posteriormente en forma de disco. La superficie externa es marrón rojizo pálido con numerosos pelos tupidos. La interna contiene el himenio, que es de color rojo vivo y tiene el margen peludo, con pelos largos marrones. Las esporas son globosas con aguijones, de 18-22 micras de diámetro",Es una seta poco frecuente,['Mallorca'],['Zones humides'],Indiferent,
Ramaria stricta (Pers.) Quél,Ramariaceae,Ramaria,"['Clavaria stricta Pers.: Fr.', 'Clavaria dendroidea Bres.', 'Clavaria pruinella Ces']",,"Seta espectacular en forma de coral de 5 a 8 cm de altura, que nace de un pie común y que después se va ramificando con ramas levantadas apretadas unas contra las otras y acabadas en punta. Ramas de color amarillo ocre, con las puntas de color más vivo, con reflejos color carne o vino hacia el pie. Las esporas son elípticas de color ocre, finamente berrugosas, de 8-10 x 4-5 micras",Especie común en Mallorca,['Mallorca'],"['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Ramaria flava (Tourn. ex Battarra : Fr.) Quél,Ramariaceae,Ramaria,['Clavaria flava (Tourn. ex Battrra : Fr.) Schaeff'],"['Peu de cabrit', 'Peu de Crist', 'Peu de rata groc']","Seta con aspecto de coral de color amarillento (más blanco de joven y marrón crema con la edad) y base blanquecina. Puede medir hasta 20 cm de diámetro por 12 cm de altura. Están formados por un pie gruesi y ancho de donde salen ramas que se ramifican en dos puntas cortas. Las esporas son color crema ocre en masa, hialinas, elípticas, rugosas, de 10-15 x 5-6,5 micras","Tóxica si se come cruda y laxante si se come en grandes cantitadades o ejemplares viejos. Es una especie comestible pero con precaución porque como todas las Ramaria son purgantes, algunas de más o menos intensidad, por tanto, hay que tener precaución a la hora de consumirla",['Mallorca'],['Alzinar'],Comestible,['Pie de gallo']
Ramaria abietina (Pers.) Quél,Ramariaceae,Ramaria,['Ramaria ochraceovirens (Jungh.) Donk'],,"Seta en forma de coral de hasta 5-7 cm de altura. Las ramas son redondas o un poco planas, ramificadas, de color amarillo o un poco oliváceo. Los extremos acaban en 2 o 4 puntas de color más claro que las ramas. Las esporas son redondas o elípticas un poco alargadas, cubiertas de verrugas, de 9-10,5 x 3,5-5 micras",No es muy frecuente,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Pinares y otras coníferas'],Indiferent,
Ramaria gracilis (Pers.) Quél,Ramariaceae,Ramaria,,['Peu de rata'],"Seta terrosa amarillenta o clara más blanquecina hacia arriba. Presenta forma de árbol o coral con un pie en común, saliendo de una base con rizomorfos blancos, la cual presenta en la parte superior unas ramificaciones divididas cada vez de dos en dos, hasta el ápice, dividido varias veces en forma de puntas como espinas. Tiene una altura de hasta 6 cm de altura. Las esporas son de color terroso en masa, elípticas con pequeñas verrugas, de 5-7 x 3-4 micras",,"['Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Rhizopogon luteorubescens A. H. Smith,Rhizopogonaceae,Rhizopogon,,['Patates de bosc'],"Esta seta produce los carpóforos semisubterráneos en forma de patata pequeña con el peridio formado por una piel que va de amarillo dorado a marrón oscuro, cobrizo si se toca y presenta encima algunos rizomorfos. Peridio cobrizo violeta al corte. Dentro encontramos la gleba que varía de color con la edad, pasando de crema verdosa, a verdosa más clara para acabar siendo de color marrón oscura. Las esporas son incoloras, ovaladas, lisas, de 6,3-9 x 2,7-4,5 micras",Es comestible de joven,"['Ibiza', 'Mallorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,
Lactarius atlanticus Bon,Russulaceae,Lactarius,,,"Seta con sombrero y pie largo, normalmente curvado en la base donde se encuentran una serie de pelos blanquecinos muy numerosos, largos y derechos. Sombrero de hasta 7 cm de diámetro primero convexo y rápidamente plano, posteriormente deprimido en el centro y con los márgenes ondulados y levantados. Coloración rojo brillante (en tiempo húmedo) y tiene tonos más o menos oscuros. Debajo del sombrero encontramos láminas apretadas, un poco decurrentes y de color crema rojizo con manchas más oscuras. Las esporas son de color crema oscuro en masa, globosas y presentsn berrugas conectadas por crestas, de 7-9 x 7-7,5 micras",,"['Mallorca', 'Menorca']",['Alzinar'],Indiferent,
Lactarius chrysorrheus Fr,Russulaceae,Lactarius,['Lactarius theiogalus Quél'],"['Esclata-sang bord', ""Esclata-sang d'alzina"", 'Esclata-sang de llet groga', 'Pinatell bord']","Seta con sombrero de 4 a 10 cm de diámetro, al principio convexo después aplanado. Presenta una zonación de color amarillo anaranjado a naranja rosado. Presenta márgenes enrollados mucho tiempo. Láminas de color crema, decurrentes, apretadas y muy numerosas. El pie es cilíndrico, de 3-7 x 1,5-2 cm, un poco atenuada en la base del mismo color que el sombrero. Las esporas son de color blanco crema en masa, de ovoidales a subglobosas con berrugas poco densas, de 7-9 x 6-8 micras.Confusiones: Se confunde con Lactarius sanguifluus (Paul.: Fr.) del cual se diferencia por su hábitat y por el color del látex","No se recomienda el consumo, pero en algunas regiones se los comen después de hervirlos","['Mallorca', 'Menorca']",['Alzinar'],Indiferent,"['Lactario de leche amarilla', 'Lactario de leche dorada']"
Lactarius cistophilus Bon & Trimbach,Russulaceae,Lactarius,,,"Seta con sombrero gris liliáceo (crema en algunas partes de su superfície) plano y convexo de 3 a 5 cm de diámetro con el centro liliáceo ligeramente umbilicao en forma de cráter. Debajo del sombrero tiene láminas decurrentes y apretadas, de color pálido que al tocarlas se vuelven de color lila. El pie es más corto que el diámetro del sombrero, curvado, con reflejos violáceos y ligeramente ocres. Las esporas son de color blanco y ligeramente cremosas en masa, elipsoidales y con berrugas. Miden de 10-11 x 5,5-7,5 micras",Es una especie rara que se debería proteger. Forma una simbiosis con las estepas,"['Mallorca', 'Menorca']","[""Garriga d'ullastre""]",,
Lactarius deliciosus var. rubescens J.Aug. Schmitt,Russulaceae,Lactarius,,['Esclata-sang'],"Seta con un sombrero de hasta 10 cm de diámetro, convexo al principio, después plano y deprimido en el centro. Es viscoso en tiempo húmedo y de color anaranjado a manchado de verde o totalmente verde y zonado. Las láminas de color naranja, cobrizo y vino, son numerosas, apretadas y con muchas lamelas un poco decurrentes. El pie es cilíndrico, un poco más claro que el sombrero y lleno inicialmente y después se vacía por el centro. Las esporas son color ocre claro, elípticas y con verrugas, de 7,5-11 x 6-7,5 micras",No es tan frecuente como los otros Lactarius,,['Pinares y otras coníferas'],Comestible,
Russula delica Fr,Russulaceae,Russula,['Lactarius exsuccus (Otto)'],"['Blanqueta', 'Blava', 'Bolet fort', 'Campanilles', 'Cogoma', 'Esclata-sang blanc', ""Esclata-sang d'alzina"", 'Forta', 'Fortes', 'Llora blanca', 'Pebràs']","Seta con sombrero de 6 a 15 cm de diámetro de color blanco sucio a crema, convexo primeramente y después plano para finalmente adquirir la forma de embudo. El margen es uniforme, enrollado hacia abajo y un poco ondulado. Suele estar cubierto de tierra y de hojas que la misma seta ha removido para poder salir. Las láminas son espaciadas, poco decurrentes, adnatas y de color blanco. El pie es corto, de 3-6 x 2-3 cm, cilíndrico y muy duro, de color blanco con manchas marrones. Las esporas son de color crema muy claro en masa, elípticas o casi redondas, de 8-11 x 6-9 micras",Muy corriente y puede encontrarse en verano si hay lluvias abundantes,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Alzinar'],Comestible,['Rúsula blanca']
Lactarius mairei Malençon,Russulaceae,Lactarius,,"['Esclata-sang bord', 'Esclata-sang de llet']","Seta con un sombrero de hasta 5 cm de diámetro, de color amarillo apagado y con pelos por el margen dispuestos de una forma paralela, que se ven cuando se pone el sombrero a contraluz. Debajo del sombrero las láminas son del mismo color que este, apretadas, adnatas y un poco ahorquilladas. El pie a veces presenta una especie de reborde redondeado que envuelve la parte superior. Las espores son de color crema claro en masa, de subglobosas a elipsoidales, de 6,5-8 x 5,5-6 micras",,"['Mallorca', 'Menorca']",['Alzinar'],Indiferent,
Lactarius mediterraneensis Llistos. & Bellù,Russulaceae,Lactarius,,,"Seta con sombrero de 4 a 13 cm de diámetro que lo podemos encontrar de varias formas, convexo, plano y deprimido en el centro y en forma de embudo dependiendo de la edad. Es untuoso al tacto, zonado y de color crema rosado a ocre amarillento. Las láminas de adnatas a decurrentes, color ocre crema primero, después ocre sucio, naranja ocre a rojo marronáceo cuando se tocan. Las esporas también ocres en masa, subglobosas y ornamentades con crestas, de 9-13,5 x 7,5-11 micras. El pie es cilíndrico, tomentoso al principio, liso y glabro más tarde, de color blanco crema, volviéndose más oscuro con la edad",No es comestible por su carne picante y se debe proteger por su rareza,"['Mallorca', 'Menorca']",['Alzinar'],Indiferent,
Lactarius sanguifluus (Paulet) Fr,Russulaceae,Lactarius,,"['Esclata-sang', 'Esclata-sang de murta', 'Esclata-sang de pi', 'Esclata-sang de xipell', 'Esclata-sang mascle', 'Pebràs', 'Pinatell', 'Rovelló']","El Lactarius sanguifluus tiene un sombrero de 6 a 15 cm de diámetro, al principio convexo con el margen enrollado y después se abre, y a veces, en forma de embudo. Tiene coloraciones naranjas rojizas a rojizo flojo con manchas verdosas no demasiado grandes y normalmente presenta zonaciones en forma de círculos concéntricos. Las láminas son finas, apretadas, decurrentes y de colores variables de rosado carnoso a un naranja rojizo hasta de color vino. El pie es cilíndrico, atenuado en la base, duro y después vacío de color naranja rojizo a color vino con tonos intermedios. Las esporas son blancas en masa, ovoidales, reticuladas, con pequeñas berrugas, y de 7,5-8,5 x 6,5-7,5 micras",Es la seta más buscada y considerada más sabrosa de las Baleares,,['Pinares y otras coníferas'],Comestible,
Lactarius tesquorum Malençon,Russulaceae,Lactarius,,"['Esclata-sang bord', 'Esclata-sang de llet', 'Esclata-sang pelut', 'Peloses', 'Peludes']","Seta de color ocre rosado con sombrero pequeño, con el margen muy enrollado y lanoso. Con el tiempo se abre y puede medir hasta 9 cm de diámetro. El centre es poco peludo y contrasta con los márgenes que lo son mucho. Debajo del sombrero encontramos láminas muy apretadas, con numerosas lamelas de color de rosa a crema rosado. El pie es más corto que el diámetro del sombrero y atenuado en la base. Las esporas son de color crema en masa, elipsoidales, con berrugas y de 7-9 x 5,9-6,5 micras","Es tóxico o al menos responsable de intoxicaciones, aunque en Italia se considera comestible","['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']","[""Garriga d'ullastre""]",Tòxic,
Lactarius zonarius (Bull.) Fr,Russulaceae,Lactarius,,"['Enganyapastors', 'Esclata-sang blanc', 'Esclata-sang bord', 'Esclata-sang coent', ""Esclata-sang d'alzina"", 'Esclata-sang de llet', 'Esclata-sang de lletrada']","Seta con sombrero de hasta 12 cm de diámetro, primero convexo con el margen enrollado y, con el tiempo, aplanado, hundido en el centro y con el margen abierto. Presenta una cutícula muy zonada de color amarillo anaranjado, con círculos concéntricos más oscuros y rojizos. El pie es del mismo color que el sombrero, corto y cilíndrico. Las láminas, numerosas, de blanquecinas a ocres, apretadas, de adnatas a adnado-decurrentes. Las esporas son de color crema blanquecino en masa, de elípticas a ovoidales, con berrugas, de 8-9 x 6-7,5 micras","Es comestible después de herbirlo, aunque no se recomienda su consumo","['Mallorca', 'Menorca']",['Alzinar'],Indiferent,
